Date,Time,Request ID,Property Name,Floor,Space,Request Type,Sub Type,Status,Priority,Crew,Date Closed,Original Message,Originated From,Asset#,Complete By,Labor Hours,Billing Type,Initial Work Complete Date,Initial Work Complete Comment
3/14/2023,11:29 AM PDT,370508,Student Union Building,1,A140,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,3/21/2023 2:07 PM,"Near the staff washrooms in the back hallway is a single door leading to the rear receiving area right behind Felicita’s.  Since this area was recently paved the door does not always close shut.  It looks like there is a screw or two at the threshold that is the main issue.    If you can please put in a work order to have looked at.    Thank you,  Dale  ",Self-Service,,4/25/2023 11:29 AM,1,UVSS_GSS,3/14/2023 3:33:00 PM,complete
3/14/2023,2:46 PM PDT,370608,Student Union Building,1,A137,Repair,Electrical,Closed,3- Routine,Electrical,3/15/2023 11:56 AM,"Related to the work order 368021which has been completed.    Please put in a new one to replace the second box on the opposite wall of the keg cooler above the draft system that is not currently tapped (does not have a green blinking light and is not the one above the liquor canisters).    The replacement unit is in a white packing envelope with my name on it near the printer in the pub managers office.      Please submit a note to electrical to replace the unit plugging in the same wires in same positions as in current box.    Thank you,  Dale  ",Self-Service,,4/25/2023 2:46 PM,0.5,UVSS_GSS,3/15/2023 11:56:00 AM,Updated
3/15/2023,2:17 PM PDT,370667,Student Union Building,1,A143,Repair,Equipment,Closed,3- Routine,Mechanical - Refrigeration,3/22/2023 7:18 AM,Please submit a work order for the Main Kitchen Cooler (A143). There is ice building up behind one of the fans and we would like it checked out in case it becomes a bigger problem.    Thank you.    Brad Mielke  250-472-4396,Self-Service,,4/26/2023 2:17 PM,0.5,UVSS_GSS,3/22/2023 7:18:00 AM,Updated
3/16/2023,1:44 PM PDT,370731,Student Union Building,1,B142,Repair,Doors / Locks / Keys,Closed - Admin,3- Routine,ADMIN,07-05-2023 12:02,"Parent -     Electric - 370726  -This is to have an outlet installed for auto-operator access, they can contact me in the lock shop for outlet positioning.  Matt Spurgeon - 250-721-7225     Carpentry- 365066  - FMIS Request # 348962 - Please put in a work order to have this interior accessible door installed at the current Dental office as explained on the attached outline.      FMIS Request # 348962  -  Please put in a work order to have this interior accessible door installed at the current Dental office as explained on the attached outline.    They will need to coordinate the install with the reception at the dental office.    Thank you,  Dale Robertson    ",Self-Service,,4/27/2023 1:44 PM,0,AGENCIES,07-05-2023 12:02,Closed following child W/O completion
3/20/2023,9:30 AM PDT,370826,Student Union Building,1,S3,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,4/21/2023 10:55 AM,Please submit a work order to have the wall above the bulletin board that was recently installed painted.  The large painting that has been there for many years was moved over and we would just like the wall painted out to match.    Thank you.    ,Self-Service,,05-01-2023 09:30,2.5,UVSS_GSS,04-04-2023 15:23,Work Completed
3/20/2023,11:46 AM PDT,370868,Student Union Building,1,B101,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,3/23/2023 9:53 AM,"The right hand door heading outside to the transit loop is closing very loudly. Please put in a work order to have them rectify.    Thank you,  Dale Robertson  ",Self-Service,,05-01-2023 11:46,1,UVSS_GSS,3/23/2023 9:53:00 AM,Status has been changed to ''Closed''.
3/21/2023,10:04 AM PDT,370937,Student Union Building,1,B144,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,3/22/2023 3:17 PM,Please request a plumber for the Munchie Bar. The small cup washer by the espresso machine is plugged. Thank you.,Self-Service,,05-02-2023 10:04,2,UVSS_GSS,3/22/2023 3:17:00 PM,Updated
3/22/2023,9:57 AM PDT,371009,Student Union Building,_General,_General,Repair,Grounds Improvements,Closed,3- Routine,Landscape and Turf,3/23/2023 10:02 AM,"Please put in a work order to have grounds clean up outside seating area by hair salon right away. At the same time, might as well do around Bean There. Thank you!",Self-Service,,05-03-2023 09:57,1.5,UVSS_GSS,3/23/2023 10:02:00 AM,all cleaned up
3/23/2023,10:59 AM PDT,371094,Student Union Building,1,A136,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,04-04-2023 15:28,"Please put in a work order for a water drain leak beneath the steam kettles in the main kitchen.    Thank-you,    Brad Mielke  Foodmanager@uvss.ca  250-472-4396  ",Self-Service,,05-04-2023 10:59,1,UVSS_GSS,04-04-2023 15:28,Updated
3/23/2023,3:19 PM PDT,371125,Student Union Building,_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,04-11-2023 15:36,"Not super easy to see but behind the blue fence are two gates.  The smaller cage to the right of the picture will be the new home of where Felicita’s will put kegs once all set-up and will give more room in the other cage.    Please put in a work order to provide a heavy duty lock similar to the attached and keyed the same as the other cages in the receiving area.    Thank you,  Dale  ",Self-Service,,05-04-2023 15:19,1,AGENCIES,04-11-2023 08:19,"work complete. lock put together, chain installed, lock on cage."
3/29/2023,9:34 AM PDT,371382,Student Union Building,_General,_General,Repair,Grounds Improvements,Closed,1 - Urgent,Plumbing,3/29/2023 11:01 AM,URGENT  -  Campus Community Garden at the University of Victoria on McCoy Rd & McKenzie Ave. Please submit a facilities work order asking for the water at the garden to get turned on by Friday March 31st at the latest please. Thank you.,Self-Service,,3/30/2023 9:34 AM,1,UVSS_GSS,3/29/2023 11:01:00 AM,Updated
3/29/2023,1:16 PM PDT,371408,Student Union Building,1,B134,Repair,Electrical,Closed,3- Routine,Electrical,04-12-2023 06:42,"Urgent: Please submit a work order to turn off the breakers ASAP. They have an electrician on site, wanting to do some preliminary looking.    Thank you,  Dale Robertson",Self-Service,,05-10-2023 13:16,0,UVSS_GSS,04-12-2023 06:42,Updated
3/29/2023,3:07 PM PDT,371420,Student Union Building,0,B006K,Repair,Other,Closed,3- Routine,Mechanical - Buildings,3/30/2023 7:48 PM,"Please submit a work order to what appears as a air leak in the pipes in the ceiling. When standing at the entrance of this office, one hears a prevalent hiss coming from above. The hiss sounds like it is releasing behind one of the ceiling panels in room B006k.    Thank you.    For more information, please contact Asia Rattigan, 250-721-8701.    ",Self-Service,,05-10-2023 15:07,2,UVSS_GSS,3/30/2023 3:31:00 PM,Updated
04-04-2023,1:57 PM PDT,373020,Student Union Building,1,B132,Repair,Electrical,Closed,3- Routine,Mechanical - Controls,05-08-2023 13:47,"Please enter the maintenance request into the work order system regarding both Victory spaces B132 and B102.    Here are the notes from the field on Friday from the field officer below:     B132 control valve ok, tested good, not passing, tested I2P control module, ok, checked programming ok,    mostly recirc air heating the space __> adjusted damper, more cool air, ok.    Changed setpoint from 20 to 18, should cool off over weekend.    B102--> setpoint reduction will revisit Monday      Work order would be appreciated  to put time to    Looks pro when customer generated.    Lukasz Krawczyk, P.Eng, CEM, CPHD, BCxP, LEED AP   Project Officer, Maintenance & Operations  Facilities Management  University of Victoria  T 250-472-5135  C 236-638-2637  uvic.ca/fmgt  ",Self-Service,,5/16/2023 1:57 PM,1,UVSS_GSS,05-08-2023 13:44,Provided more fresh air the the b132 space.  Occupants notice the difference.
04-04-2023,3:55 PM PDT,373034,Student Union Building,1,A131,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,05-02-2023 07:48,"Please put in a work order for the plumbing department to look at a leak that is happening under the  glass washer behind bar at Felicita’s.    Each morning there is a large pool of water that needs to be mopped up.    Sincerely,  Dale  ",Self-Service,,5/16/2023 3:55 PM,2,UVSS_GSS,05-02-2023 07:48,Updated
04-06-2023,9:30 AM PDT,373106,Student Union Building,1,B142,Repair,Electrical,Closed,1 - Urgent,Electrical,04-12-2023 06:36,"URGENT   -  The contractor is currently at the dental office looking at the electrical panel. The dental office has requested for an electrician, Adam, to be present. Thank you. ",Self-Service,,04-07-2023 09:30,0.5,UVSS_GSS,04-12-2023 06:36,Updated
4/13/2023,11:27 AM PDT,373398,Student Union Building,1,B142,Repair,Electrical,Closed,2 - High,Electrical,4/19/2023 1:10 PM,"Please put in a work order for the dental office to have a UVic electrician meet with their contractor and engineer on Monday April 17th MORNING  or Tuesday  April 18th AFTERNOON.    The dental office only need access to the electrical room in the SUB  (and possibly the hallway electrical panels again). Adam mentioned the access is in basement,  we hope to have our engineer and our electrical team can see how we will get new power to the new office space. There is currently not enough electrical room on existing electrical panels to power it.    Please confirm receipt, and confirm time and meeting is set, so we can get everyone there for next week asap.    Thank you so much  Marcia  Campus Dental  250-380-1888  ",Self-Service,,4/17/2023 11:27 AM,1,UVSS_GSS,4/19/2023 1:10:00 PM,Updated
4/17/2023,1:32 PM PDT,373563,Student Union Building,1,A131,Repair,Plumbing and Fixtures,Closed,1 - Urgent,Plumbing,05-02-2023 07:47,"Under the main bar ice well is an open drain.  As ice melts it is ok but at the end of the night when we burn the ice, it backs up. Please have plumbers unclog the pipe as soon as they can (tomorrow am would be ideal).    Sincerely,  Dale  ",Self-Service,,4/18/2023 1:32 PM,2,UVSS_GSS,05-02-2023 07:47,Updated
4/24/2023,9:12 AM PDT,373864,Student Union Building,1,A101B,Repair,Doors / Locks / Keys,Closed,1 - Urgent,Carpentry,4/25/2023 8:40 AM,Urgent - please put in a work order to carpentry/lock shop to repair the door at the Sub entrance in between Bean There and Felicita’s. It is broken and won’t open. Thank you.,Self-Service,,4/25/2023 9:12 AM,0.5,UVSS_GSS,4/25/2023 7:39:00 AM,Work Complete.
4/27/2023,9:29 AM PDT,374093,Student Union Building,1,B144,Repair,Equipment,Closed,3- Routine,Mechanical - Refrigeration,5/30/2023 2:12 PM,URGENT -- The sandwich cooler in the Munchie Bar isn’t working. Thank you.,Self-Service,,06-08-2023 09:29,0,UVSS_GSS,5/30/2023 2:12:00 PM,Updated
4/27/2023,3:59 PM PDT,374130,Student Union Building,1,B142,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,05-01-2023 12:49,A work order to please fix the door at the dental office as per instruction to Matthew from Dale Robertson. Thank you.,Self-Service,,06-08-2023 15:59,0,UVSS_GSS,05-01-2023 12:49,Completed
05-03-2023,10:04 AM PDT,375266,Student Union Building,0,B023,Repair,Electrical,Closed,3- Routine,Electrical,05-03-2023 11:36,Please submit a work order for a breaker that has been tripped.    Thank you.,Self-Service,,6/14/2023 10:04 AM,0.5,UVSS_GSS,05-03-2023 11:36,Updated
05-03-2023,10:09 AM PDT,375267,Student Union Building,1,B142,Repair,Electrical,Closed,3- Routine,Electrical,05-03-2023 11:35,"Please submit a work order to look into electrical outlet that was installed for the new wheel chair accessible door plug, we have had issues with our phone lines.    Thank you.",Self-Service,,6/14/2023 10:09 AM,0.5,UVSS_GSS,05-03-2023 11:35,Updated
05-08-2023,10:11 AM PDT,375650,Student Union Building,_General,_General,Repair,Elevator Service Call,Closed,3- Routine,Resource Coordinators,05-08-2023 15:09,URGENT- Please submit a work order for the elevator as it is out of service.    Thank you.    Dale Robertson,Self-Service,EQU000692,6/19/2023 10:11 AM,0,UVSS_GSS,05-08-2023 15:09,Status has been changed to ''Closed''.
05-08-2023,1:53 PM PDT,375683,Student Union Building,1,B128A,Repair,"Heating, Ventilation, Air Conditioning",Open,3- Routine,ADMIN,,There's a noise in the heating vents. Please put in a work order to check it. Thank you.,Self-Service,,6/19/2023 1:53 PM,0,UVSS_GSS,,
05-08-2023,1:55 PM PDT,375684,Student Union Building,1,B128A,Repair,"Heating, Ventilation, Air Conditioning",Open,3- Routine,Mechanical - Refrigeration,,Parent 375683  There's a noise in the heating vents. Please put in a work order to check it. Thank you.    Mech- Ref 370046  - Assist as required.       ,Self-Service,,6/19/2023 1:55 PM,4,UVSS_GSS,,
05-10-2023,9:35 AM PDT,375890,Student Union Building,1,A136,Repair,Compressed Gas Systems,Closed,3- Routine,Mechanical - Refrigeration,05-12-2023 10:19,URGENT: Please submit a work order for the main kitchen cooler. The cooler has froze the items in it.    Thank you.    Brad Mielke,Self-Service,,6/21/2023 9:35 AM,1,UVSS_GSS,05-12-2023 10:19,Updated
05-10-2023,11:50 AM PDT,375909,Student Union Building,1,A136,Repair,Equipment,Closed,3- Routine,Mechanical - Refrigeration,05-10-2023 12:49,Please submit a work order to reassign mechanical for the dishwasher in the main kitchen.    Thank you.    Dale Robertson,Self-Service,,6/21/2023 11:50 AM,0,UVSS_GSS,05-10-2023 12:49,Duplicate work  order.
05-10-2023,3:23 PM PDT,375919,Student Union Building,1,A151,Repair,Paint / Flooring / Surfaces,Open,3- Routine,Paint,,Please submit a work order to have the floor repaired in the receiving hallway of the SUB.  This spot that is coming up just outside of A151 and is becoming a trip hazard.    Thank you.    Dale Robertson  ,Self-Service,,6/21/2023 3:23 PM,0,UVSS_GSS,,
05-12-2023,10:56 AM PDT,376040,Student Union Building,1,B103G,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,5/15/2023 7:20 AM,Please submit a work order to change the flickering light in the Director of Finance office.    Thank you.    ,Self-Service,,6/23/2023 10:56 AM,0.5,UVSS_GSS,5/15/2023 7:20:00 AM,Updated
5/15/2023,9:20 AM PDT,376099,Student Union Building,1, General,Repair,Other,Work Complete,3- Routine,Paint,,"Please put in a work order to remove “Hair Design” from the glass at each entrance.  Please leave “Campus” as well as the phone number etc.    Thank you,  Dale  ",Self-Service,,6/26/2023 9:20 AM,1,UVSS_GSS,5/16/2023 3:10:00 PM,Work Completed
5/17/2023,11:07 AM PDT,376377,Student Union Building,1,A101B,Repair,Water Leak,Closed,1 - Urgent,Plumbing,5/19/2023 10:29 AM,URGENT  - Please put in a work order to check out the water leak by the admin wing that is dripping profusely above from the gate track. The floor is covered in water. Thank you.,Self-Service,,5/18/2023 11:07 AM,1,UVSS_GSS,5/19/2023 10:29:00 AM,Updated
5/17/2023,2:26 PM PDT,376406,Student Union Building,1,A121,Repair,Other,Closed,3- Routine,Carpentry,06-06-2023 14:07,"Carpentry shop - could someone come over to the Michele Pujol Room (A121) the week of May 23-26 to fix one of our risers. We have a wooden brace that has come off and just needs to be screwed back on.  The room and riser is not available this week (conference is in there), so please set up a time with me to come May 23-26 and we will give you access and show you what needs to be done. Thank you!",Self-Service,,6/28/2023 2:26 PM,1.5,UVSS_GSS,5/24/2023 11:02:00 AM,Updated
5/19/2023,8:11 AM PDT,376520,Student Union Building,0,_General,Repair,Grounds Improvements,Closed,3- Routine,Landscape and Turf,5/25/2023 11:53 AM,"Please put in a work order to power wash the stairs of exterior stairwell, trying to not remove any of the paint. Photo attached. Thank you.  ",Self-Service,,6/30/2023 8:11 AM,1.5,AGENCIES,5/25/2023 11:53:00 AM,"Area has been washed. We didn't power wash the area, because our power washers would strip all the paint away. So we hand scrubbed the area."
5/19/2023,8:17 AM PDT,376522,Student Union Building,0,_General,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 10:16 AM,Please put in a work order to reapply the anti-slip material at the top of each step of the exterior stairwell after it has been power washed. Work order # 376520 has been placed to power wash the stairs first. Thank you.  ,Self-Service,,6/30/2023 8:17 AM,10,AGENCIES,10/13/2023 3:46:00 PM,Work Completed
